Time(ms),Temp(C),Humidity(%),RainAnalog,RainDigital,SNR1,SNR2,SNR3,SNR4,SNR5,SNR6,SNR7,Mean_SNR,SNR_Var,Sat_Count,WeatherLabel
20300,30.22382607,70.10142253,434,1,46,39,42,41,39,42,39,41.375,5.982142857,8,1
71300,29.75770587,75.71885591,503,1,41,38,41,38,38,45,37,39.875,6.982142857,8,1
43100,22.8795581,84.28583274,931,1,32,32,32,35,34,31,38,31,56,11,2
23900,22.7360164,85.02410699,911,1,33,32,36,33,34,32,33,31,79,11,2
163400,25.34141224,89.62681769,807,1,34,33,33,33,35,37,35,31,85,11,2
157200,27.88400128,71.67925803,465,1,37,43,40,42,43,37,41,41.125,9.553571429,8,1
131100,27.43371332,99.59961112,910,1,32,34,34,34,32,33,35,31,72,11,2
199000,36.12410319,41.67049829,1,0,51,50,49,48,52,50,53,50.42857143,2.952380952,7,0
55000,23.78089979,86.44289913,797,1,33,35,33,35,33,32,34,30,85,11,2
76600,27.70253362,85.72022629,705,1,33,32,33,35,34,31,37,31,60,11,2
18900,24.23727264,87.70853672,938,1,33,30,33,32,32,35,35,30,80,11,2
120800,25.75555687,80.81869175,715,1,34,32,33,33,31,33,31,29,68,11,2
102300,25.4400888,99.11239151,961,1,34,34,31,34,33,33,34,30,89,11,2
160000,31.30142817,75.77880006,527,1,42,40,40,39,41,40,40,40.375,0.839285714,8,1
20000,27.55645594,83.29853892,740,1,31,32,36,33,33,32,33,30,66,11,2
73300,24.46064801,82.35093406,814,1,34,34,32,33,31,36,34,30,83,11,2
153600,22.82983398,86.99502974,801,1,34,34,34,30,34,32,35,31,86,11,2
38500,36.42784744,51.64397493,56,0,51,51,52,51,51,49,50,50.71428571,0.904761905,7,0
23100,24.98926189,94.0491725,889,1,30,33,32,33,34,31,32,30,80,11,2
83500,27.92358624,87.29276473,903,1,32,33,35,33,32,33,32,30,70,11,2
53600,36.79717913,54.80952264,43,0,49,51,50,52,51,52,50,50.71428571,1.238095238,7,0
140800,23.03334953,99.81125415,879,1,31,31,33,33,37,33,32,30,55,11,2
73800,26.38873757,95.7828172,996,1,34,35,34,31,34,33,32,30,76,11,2
150700,31.61564295,64.24731465,421,1,41,39,41,42,43,40,44,41.25,2.785714286,8,1
20100,30.67311972,42.21441187,20,0,50,51,49,51,50,50,49,50,0.666666667,7,0
133200,31.82763793,43.39762012,9,0,51,49,51,50,49,49,51,50,1,7,0
150200,29.48288375,78.15027957,475,1,43,40,40,44,36,42,39,40.875,6.982142857,8,1
70800,29.94580542,75.61325557,505,1,40,39,42,41,41,38,38,40.125,2.696428571,8,1
4100,22.93982069,86.44892002,786,1,36,33,33,32,33,33,31,31,77,11,2
142300,24.7131496,94.54429517,727,1,34,30,34,32,35,28,31,31,46,11,2
185400,37.35141227,53.23555465,41,0,52,51,49,51,50,47,52,50.28571429,3.238095238,7,0
94200,24.1242832,94.28460232,730,1,32,32,34,37,35,31,33,31,73,11,2
87200,30.42086852,66.8098153,337,1,38,41,41,40,43,40,39,40.625,3.125,8,1
103000,26.04262944,75.52013243,428,1,41,42,43,41,43,40,41,42,2.571428571,8,1
120500,36.16325934,56.7581675,38,0,50,51,51,51,48,50,52,50.42857143,1.619047619,7,0
164500,36.04216336,43.08984408,27,0,51,48,52,49,53,50,49,50.28571429,3.238095238,7,0
141700,29.09801431,69.99147886,547,1,41,38,41,40,39,42,44,40.75,3.357142857,8,1
147600,27.66704275,66.59129465,375,1,39,41,39,42,42,40,41,40.375,1.696428571,8,1
86100,30.86012143,69.57991758,339,1,43,41,42,42,42,41,41,41.5,0.857142857,8,1
179200,34.09777537,51.89694759,97,0,51,48,49,48,52,50,48,49.42857143,2.619047619,7,0
179700,28.01991708,68.2512811,448,1,41,41,40,42,40,39,38,40.375,1.982142857,8,1
136800,30.26825651,75.22845916,542,1,44,40,41,42,41,42,40,41.5,1.714285714,8,1
136700,31.04024276,63.23193259,483,1,42,39,40,40,40,39,42,40.5,1.714285714,8,1
153300,27.26338398,72.01381198,398,1,38,38,41,39,42,40,38,39.25,2.5,8,1
26800,22.28318381,94.64695213,740,1,33,33,32,32,32,34,33,30,87,11,2
144900,30.36259755,66.01221166,560,1,43,41,42,40,40,40,42,41.125,1.267857143,8,1
60300,30.70962027,46.35173591,37,0,50,51,51,49,53,47,48,49.85714286,4.142857143,7,0
105600,28.68094495,78.06604332,567,1,43,40,41,42,40,45,41,41.25,4.5,8,1
182900,24.1233315,86.75978083,718,1,33,33,33,33,35,32,33,30,86,11,2
12600,36.54411813,52.69342547,68,0,51,49,49,50,50,49,49,49.57142857,0.619047619,7,0
187600,30.99707735,76.09584691,539,1,41,41,41,40,38,41,43,40.75,1.928571429,8,1
93500,29.24349583,73.56743203,416,1,40,42,41,42,41,39,41,40.5,2,8,1
51300,26.55890559,93.09519763,734,1,33,31,33,33,32,33,38,30,74,11,2
153100,25.19244861,62.71763094,300,1,40,40,42,40,38,40,40,39.875,1.267857143,8,1
73000,26.06759998,75.95596573,482,1,41,41,40,40,41,45,40,41.5,3.714285714,8,1
82700,32.77562562,41.90798555,17,0,51,49,50,48,50,48,48,49.14285714,1.476190476,7,0
163900,37.41600774,44.15081872,5,0,49,49,51,51,48,49,49,49.42857143,1.285714286,7,0
98400,35.82551005,50.92860632,55,0,50,51,51,50,49,51,51,50.42857143,0.619047619,7,0
128100,30.08456103,64.04801079,380,1,42,40,40,41,42,40,45,41,4.285714286,8,1
152800,22.50631409,91.72589167,882,1,32,35,31,34,31,33,32,30,79,11,2
18800,26.5527354,78.70538892,465,1,43,45,38,42,44,41,43,42.125,4.696428571,8,1
36000,27.27245561,92.84953586,909,1,36,35,34,31,36,33,34,31,62,11,2
44300,26.49750156,66.67023758,485,1,40,38,41,42,43,42,44,42,6,8,1
36200,33.66602312,45.90081415,76,0,50,50,51,50,50,50,50,50.14285714,0.142857143,7,0
34900,31.4070636,65.02888104,519,1,43,42,44,45,41,39,40,41.625,5.125,8,1
34500,34.92680078,53.37145293,35,0,51,53,50,49,51,49,51,50.57142857,1.952380952,7,0
81400,36.9591709,51.30170625,77,0,50,51,51,51,50,49,50,50.28571429,0.571428571,7,0
46200,24.60099931,84.02980495,814,1,31,36,33,35,32,33,35,31,67,11,2
120500,26.04030054,69.46056799,376,1,40,38,41,42,42,38,43,40.5,3.428571429,8,1
68400,26.77350591,89.18769296,971,1,35,33,32,34,31,34,31,31,64,11,2
64600,22.06095988,98.60504739,843,1,31,32,33,33,31,29,32,29,80,11,2
132500,25.78194123,65.8827849,484,1,42,43,40,41,42,42,39,41.75,3.357142857,8,1
93900,27.39094018,85.03836155,836,1,30,32,32,33,32,33,30,29,71,11,2
11600,30.67119117,62.30299422,338,1,40,39,45,38,40,42,39,40.75,5.642857143,8,1
183400,36.4941583,49.18248047,80,0,51,49,52,49,49,48,50,49.71428571,1.904761905,7,0
79300,34.89163388,45.19083566,30,0,49,50,50,49,50,50,50,49.71428571,0.238095238,7,0
0,27.23976352,86.16207415,872,1,33,34,32,37,34,34,32,31,84,11,2
67400,25.85328435,62.15600282,355,1,41,43,39,41,43,40,42,41.25,1.928571429,8,1
9400,36.16773744,45.74275916,33,0,50,49,49,49,50,52,48,49.57142857,1.619047619,7,0
144100,22.52439342,83.09993531,746,1,32,32,34,34,34,34,33,30,62,11,2
175600,30.34580207,70.38758046,308,1,38,44,40,43,37,42,46,41.5,9.142857143,8,1
89100,25.83522064,62.51712074,507,1,39,42,40,42,41,43,42,40.875,2.982142857,8,1
37100,26.07605292,69.38744786,349,1,39,38,41,40,42,43,40,40.625,2.839285714,8,1
129000,22.72686497,94.28496765,836,1,32,32,33,33,32,31,31,29,82,11,2
126900,24.08498713,91.50603308,763,1,34,34,35,33,31,33,32,30,82,11,2
122800,28.07105762,64.20848421,403,1,45,41,43,39,39,40,42,41.25,4.214285714,8,1
164500,22.34810738,88.93206535,969,1,34,33,35,35,33,31,33,31,87,11,2
85300,27.24021937,71.20264283,531,1,39,42,41,42,37,41,44,40.625,4.839285714,8,1
91200,29.7635171,65.86067493,565,1,41,41,43,39,40,42,39,40.625,1.982142857,8,1
186500,37.49910453,47.09795367,44,0,50,50,51,50,49,50,50,50,0.333333333,7,0
12300,22.24169173,82.60894761,934,1,33,32,35,37,34,33,32,31,84,11,2
185700,33.68431598,51.01326759,1,0,49,48,50,50,49,50,53,49.85714286,2.476190476,7,0
64500,25.33726611,72.49685425,496,1,42,41,42,43,43,42,38,41.25,3.357142857,8,1
24300,29.59930992,73.41791325,408,1,43,44,42,41,44,39,44,42.375,3.125,8,1
33600,27.59197677,61.84789826,343,1,40,40,42,43,41,39,41,41.125,2.125,8,1
95000,34.80413488,56.5501264,40,0,48,50,49,50,49,50,52,49.71428571,1.571428571,7,0
106800,30.66449945,71.45814379,394,1,43,40,41,41,41,39,41,40.875,1.267857143,8,1
112000,37.10998464,45.41612656,32,0,50,51,50,51,50,51,50,50.42857143,0.285714286,7,0
59700,31.58418963,64.0745739,414,1,42,43,42,40,41,39,42,41.375,1.696428571,8,1
20400,25.25114107,62.8243067,552,1,45,37,40,40,42,41,40,41.125,6.410714286,8,1
41900,36.01899624,47.7597352,18,0,51,50,51,50,51,50,48,50.14285714,1.142857143,7,0
92200,37.15641782,56.33558933,60,0,50,51,51,50,51,50,52,50.71428571,0.571428571,7,0
125400,35.4845223,46.74413151,86,0,50,49,49,51,50,50,52,50.14285714,1.142857143,7,0
47700,34.43083428,55.81019589,36,0,49,51,49,51,50,52,51,50.42857143,1.285714286,7,0
3500,25.34839428,71.02664372,508,1,41,39,44,39,40,41,42,40.875,2.696428571,8,1
120200,30.17698841,43.87726136,64,0,49,51,50,50,49,50,51,50,0.666666667,7,0
62600,27.95199241,61.66134914,460,1,41,40,43,40,42,42,40,41.375,1.696428571,8,1
182200,27.27513556,84.86878382,781,1,30,33,34,33,33,33,34,30,87,11,2
197000,30.19353411,59.47600827,79,0,49,50,50,50,50,49,52,50,1,7,0
111000,31.69348478,68.26897429,578,1,40,38,42,39,40,40,44,40.375,3.410714286,8,1
141500,22.4034551,81.28962112,784,1,34,33,31,32,34,28,31,31,46,11,2
15100,25.81247393,71.25467278,447,1,43,39,39,39,44,38,37,39.625,6.267857143,8,1
168700,27.76310397,70.16682656,491,1,41,39,39,40,43,42,42,41,2.285714286,8,1
66200,23.91629133,92.88381414,863,1,35,30,32,32,34,34,36,30,78,11,2
199700,30.55166413,47.89144631,77,0,51,51,47,50,51,49,52,50.14285714,2.80952381,7,0
39200,25.04149781,83.24648124,833,1,33,33,34,35,33,28,31,32,47,11,2
139100,22.33436633,95.51129941,892,1,32,33,33,32,34,33,32,30,85,11,2
105400,25.0565273,66.52484205,407,1,40,42,40,41,42,43,42,41,2.571428571,8,1
124800,37.36678278,57.41053933,46,0,50,48,48,51,51,48,52,49.71428571,2.904761905,7,0
19200,31.69043637,64.61543089,563,1,42,40,37,42,45,43,38,41,6.857142857,8,1
71200,26.10322716,64.22388862,386,1,44,38,41,39,40,44,38,40.625,5.696428571,8,1
99200,32.1771611,51.05414151,34,0,49,51,49,50,51,49,50,49.85714286,0.80952381,7,0
19000,27.02441611,76.07544603,456,1,39,42,43,43,42,45,41,42,3.142857143,8,1
35400,26.84814,88.38421263,756,1,29,33,31,31,35,33,34,30,51,11,2
176200,29.57252847,65.3576861,565,1,40,44,41,37,38,40,36,39.75,7.071428571,8,1
159700,25.71980471,63.74907785,325,1,42,43,39,38,40,36,42,40,5.428571429,8,1
137500,24.80628976,85.84873942,1013,1,33,33,32,35,34,29,38,31,48,11,2
131800,30.65303986,56.08989285,14,0,49,48,49,51,49,49,49,49.14285714,0.80952381,7,0
186300,34.36021535,45.10672748,42,0,49,50,51,52,47,50,51,50,2.666666667,7,0
34300,25.88937256,77.12444813,391,1,40,40,42,38,40,41,39,39.75,1.928571429,8,1
44900,26.39777676,74.24333068,598,1,43,40,39,39,40,42,46,40.625,9.125,8,1
13600,26.5426587,69.54810123,546,1,41,38,41,43,39,41,40,41,4.857142857,8,1
106500,35.90065841,45.34804056,4,0,52,49,51,48,50,49,49,49.71428571,1.904761905,7,0
6600,27.44236557,98.63211648,714,1,34,34,32,33,33,35,33,30,90,11,2
116600,24.55600454,84.43201198,938,1,33,33,33,34,36,33,33,30,62,11,2
62100,31.43876685,72.97811909,395,1,45,42,42,37,41,40,42,41.375,5.125,8,1
7700,30.59235721,49.02478688,28,0,51,49,51,50,50,49,52,50.28571429,1.238095238,7,0
89800,25.48197845,62.2809994,549,1,40,42,42,38,44,42,43,41.5,3.428571429,8,1
118700,25.64465847,96.27967208,758,1,33,35,34,34,34,34,31,31,74,11,2
131400,33.61854628,44.35334799,51,0,50,51,50,52,49,50,49,50.14285714,1.142857143,7,0
169100,25.6810044,95.93612123,860,1,32,32,33,32,36,33,34,30,81,11,2
87200,35.15199635,57.85116455,20,0,51,50,50,49,53,52,46,50.14285714,5.142857143,7,0
185000,29.12534324,74.96203916,483,1,42,39,40,39,40,41,40,40.5,2,8,1
125000,24.7233858,91.94153436,782,1,34,31,34,33,34,34,33,32,55,11,2
96500,28.80799343,68.03670917,373,1,42,41,44,42,41,46,40,41.875,4.982142857,8,1
139100,30.11817503,75.96245045,588,1,40,40,40,41,41,39,37,40,2.285714286,8,1
56000,29.74025403,63.88510549,542,1,42,38,40,39,41,42,40,40.75,3.642857143,8,1
118200,24.77573779,87.69903741,754,1,35,32,32,35,33,34,32,31,85,11,2
63500,30.3115184,70.37180568,506,1,40,40,40,43,42,40,41,40.875,1.267857143,8,1
153000,31.70856825,77.43948128,544,1,41,39,41,40,38,40,41,40,1.142857143,8,1
37500,32.55180504,45.50762349,48,0,49,48,51,49,48,50,49,49.14285714,1.142857143,7,0
190800,32.61545293,51.46084401,22,0,49,51,50,49,51,50,50,50,0.666666667,7,0
16100,25.83918949,93.58478848,898,1,32,30,35,32,33,35,35,30,76,11,2
155800,24.68775213,95.65995321,979,1,32,32,33,32,34,34,34,30,88,11,2
115800,23.84885994,94.73675953,984,1,33,31,35,35,33,34,34,30,83,11,2
12100,22.11418581,94.63411764,862,1,33,32,34,33,34,28,31,31,46,11,2
160400,30.55539074,44.37419601,4,0,50,50,49,47,50,49,49,49.14285714,1.142857143,7,0
111800,32.12480034,44.96752521,76,0,49,51,49,49,50,53,50,50.14285714,2.142857143,7,0
167700,25.74015502,64.52940648,439,1,40,36,40,43,41,41,42,40.25,4.5,8,1
149000,27.79730258,72.44375869,505,1,42,43,40,45,40,42,39,41.625,3.696428571,8,1
24500,24.07973264,81.12084247,900,1,32,31,34,34,34,34,32,32,47,11,2
95800,26.28114028,64.75743947,560,1,43,41,46,40,39,41,36,40.875,8.410714286,8,1
199400,36.01100069,49.85070761,7,0,50,52,50,52,52,50,53,51.28571429,1.571428571,7,0
198600,26.60006808,97.04672645,884,1,35,34,34,32,34,36,35,31,97,11,2
137600,23.56513258,95.17160797,820,1,36,32,34,32,34,34,33,31,88,11,2
37600,31.0266244,69.0177923,325,1,42,43,39,39,43,40,41,40.875,2.696428571,8,1
134200,36.94618004,52.64782649,9,0,51,48,52,49,51,49,50,50,2,7,0
32000,34.39381332,58.15222005,58,0,51,52,50,50,51,50,48,50.28571429,1.571428571,7,0
161900,35.84520408,43.5024628,19,0,51,50,49,48,51,47,49,49.28571429,2.238095238,7,0
171300,30.59563689,79.18486936,551,1,40,40,42,41,42,38,40,40.375,1.696428571,8,1
6000,25.11451818,67.40184422,555,1,37,44,43,40,43,46,39,41.625,8.553571429,8,1
21900,28.03559446,78.0516378,401,1,40,38,42,43,42,41,42,41,2.571428571,8,1
167300,36.4474032,42.23186,31,0,52,49,50,49,50,52,51,50.42857143,1.619047619,7,0
26000,34.92005781,55.47759311,12,0,49,52,52,50,51,52,51,51,1.333333333,7,0
126800,24.98363812,98.28074809,822,1,30,32,33,36,32,32,33,30,76,11,2
3900,30.13192884,67.16398447,416,1,40,43,41,41,42,42,42,41.75,1.071428571,8,1
1100,27.72904494,98.99355546,946,1,31,31,34,32,36,33,33,30,64,11,2
90100,30.21225763,55.31093501,48,0,51,50,49,52,49,50,49,50,1.333333333,7,0
174400,30.40224259,69.26929277,419,1,42,44,39,37,43,45,40,41.5,7.142857143,8,1
2600,27.22478399,77.46096552,358,1,40,43,42,39,41,41,41,41,1.428571429,8,1
157500,24.87425766,85.45504268,720,1,33,32,33,31,31,32,33,29,81,11,2
191700,34.74435467,46.91612197,67,0,50,49,49,49,51,52,49,49.85714286,1.476190476,7,0
182800,36.38971353,56.81817421,36,0,51,50,51,48,50,51,49,50,1.333333333,7,0
157300,36.90237662,59.78902262,65,0,50,51,48,49,48,49,48,49,1.333333333,7,0
173300,25.94485715,91.83037899,815,1,31,36,35,33,32,32,34,31,72,11,2
19700,26.66690968,88.20634027,953,1,37,34,36,33,36,31,38,32,51,11,2
9900,26.12332543,94.6535705,821,1,34,34,32,32,32,34,33,30,88,11,2
60600,22.55667209,88.02018473,803,1,31,33,31,31,31,32,32,29,64,11,2
198900,22.89165735,91.51811925,763,1,34,33,35,31,35,32,30,30,71,11,2
37100,22.71239316,88.93409036,933,1,32,32,33,34,33,32,33,30,89,11,2
22400,32.12161894,40.24808073,58,0,49,48,50,48,50,51,52,49.71428571,2.238095238,7,0
72300,35.92896519,49.15991518,42,0,51,49,50,51,49,52,50,50.28571429,1.238095238,7,0
124500,26.59509723,84.68264134,907,1,34,36,32,30,34,35,32,31,56,11,2
114100,32.78247366,58.41533217,13,0,50,53,50,50,51,50,50,50.57142857,1.285714286,7,0
76200,28.35887054,61.48604868,541,1,40,41,42,44,39,38,44,41.5,5.714285714,8,1
84600,30.68279734,55.75098172,95,0,49,48,49,51,50,50,48,49.28571429,1.238095238,7,0
60700,25.42951408,84.66356573,924,1,32,31,33,32,35,36,35,30,65,11,2
123200,23.53792941,99.17483654,930,1,33,34,31,33,35,32,30,30,79,11,2
55100,29.28528936,74.71076992,487,1,42,39,43,40,42,43,41,41.5,2,8,1
92800,29.24852281,76.93101103,383,1,42,40,41,39,42,43,43,41.5,2,8,1
11700,31.49256047,52.3059605,41,0,50,51,50,50,48,51,51,50.14285714,1.142857143,7,0
64500,37.12421825,47.20100932,74,0,51,52,49,50,50,52,51,50.71428571,1.238095238,7,0
300,34.78926787,44.990924,15,0,51,50,47,47,51,50,51,49.57142857,3.285714286,7,0
70300,24.47718328,83.39264836,998,1,31,34,34,33,34,34,33,31,88,11,2
46700,36.94879303,40.78919066,16,0,50,50,49,52,51,52,52,50.85714286,1.476190476,7,0
500,31.24795616,55.18796525,27,0,50,51,50,48,49,49,51,49.71428571,1.238095238,7,0
91900,31.12090541,46.05861811,34,0,51,50,51,51,52,50,51,50.85714286,0.476190476,7,0
59500,27.58757359,75.82077841,518,1,43,41,40,42,40,38,39,40.125,3.267857143,8,1
137700,27.36372018,81.52539435,943,1,34,34,36,32,34,32,34,30,55,11,2
106300,33.34213426,52.47297557,33,0,50,50,50,51,50,50,53,50.57142857,1.285714286,7,0
59000,26.06184776,77.7952652,538,1,41,42,41,42,40,42,39,41,1.142857143,8,1
24200,37.31891512,51.6561367,76,0,47,53,51,51,51,51,50,50.57142857,3.285714286,7,0
63200,22.87688584,85.50441654,913,1,32,34,33,32,35,32,33,30,83,11,2
116000,36.606534,48.87838909,62,0,49,50,51,50,51,51,46,49.71428571,3.238095238,7,0
87000,27.24718599,70.84383064,396,1,42,40,41,38,42,39,40,40.625,2.839285714,8,1
173500,25.44357178,64.37198756,518,1,41,41,41,41,40,41,39,40,3.142857143,8,1
39700,29.86104575,64.40751972,328,1,41,42,40,43,37,41,41,41.25,5.357142857,8,1
151700,31.50514801,78.13958026,331,1,41,46,42,42,43,38,41,42,5.142857143,8,1
142100,27.610293,71.24128768,464,1,43,40,45,40,42,41,45,42,4.571428571,8,1
56300,31.51207271,76.36636441,498,1,43,40,44,39,41,39,42,41.125,3.267857143,8,1
160500,34.15247833,43.6567556,60,0,50,49,50,49,50,48,49,49.28571429,0.571428571,7,0
24000,22.29544708,87.47383823,871,1,32,31,33,30,34,34,32,30,80,11,2
32400,27.97247726,75.86600955,348,1,41,45,40,40,43,43,38,41.375,4.839285714,8,1
70900,27.58037576,69.80176842,484,1,40,40,40,40,43,40,42,40.875,1.553571429,8,1
41900,23.09862629,91.30841311,1003,1,33,34,33,33,34,34,34,31,95,11,2
131200,34.38073901,54.1753131,93,0,51,50,49,52,50,49,48,49.85714286,1.80952381,7,0
144800,29.51359252,74.04373991,525,1,43,43,41,39,39,36,42,40.25,5.928571429,8,1
181200,30.06921307,67.20321101,397,1,42,42,40,38,41,38,42,40.25,3.071428571,8,1
7800,23.88564664,90.33150323,867,1,33,31,34,33,31,33,36,30,61,11,2
36200,25.54300407,71.45273413,478,1,41,41,41,46,42,41,43,42.5,4,8,1
197500,37.52543396,58.08486583,95,0,49,51,49,49,52,50,51,50.14285714,1.476190476,7,0
151400,29.89183137,66.29264614,425,1,40,39,40,39,43,39,41,39.875,2.410714286,8,1
176100,36.75485666,54.69851695,94,0,50,49,49,48,50,49,48,49,0.666666667,7,0
73900,27.27900796,70.28215082,493,1,44,40,38,40,46,45,42,42.375,7.982142857,8,1
185000,27.80099265,96.67390734,952,1,33,33,33,31,32,33,30,29,64,11,2
47200,25.82261781,75.94768281,340,1,41,39,39,42,39,42,42,40.625,1.982142857,8,1
44900,27.63745615,95.04001148,1001,1,32,34,32,33,30,28,31,31,45,11,2
41800,22.8146404,89.83690258,781,1,32,33,32,32,32,30,38,31,44,11,2
149300,30.58556739,57.65829633,27,0,51,51,52,51,51,51,50,51,0.333333333,7,0
161600,24.74201652,89.25398195,794,1,33,33,36,31,35,30,33,31,72,11,2
15800,27.9316209,72.38364087,423,1,37,38,41,40,42,37,42,39.5,4.285714286,8,1
116900,32.29630507,48.19342107,77,0,49,48,52,50,49,50,49,49.57142857,1.619047619,7,0
117000,26.45461696,83.90620265,967,1,35,33,32,34,30,35,32,31,65,11,2
23200,34.61523108,58.0578999,36,0,50,50,51,50,49,50,50,50,0.333333333,7,0
6600,31.1273938,44.02727564,13,0,48,52,51,48,47,50,48,49.14285714,3.476190476,7,0
160300,32.83997045,45.57286126,66,0,50,51,50,48,49,49,49,49.42857143,0.952380952,7,0
128300,27.70085147,60.70277721,512,1,43,41,41,42,42,37,45,41.25,5.928571429,8,1
159600,29.45092234,72.58977899,480,1,40,42,39,38,37,37,44,39.5,6,8,1
51700,26.84316437,96.73053888,715,1,34,35,30,31,33,33,37,31,76,11,2
12500,33.41686231,53.35839998,68,0,53,51,50,49,49,50,49,50.14285714,2.142857143,7,0
129600,31.33986066,52.96636015,47,0,48,48,49,50,49,52,51,49.57142857,2.285714286,7,0
197600,32.07437407,47.49443941,5,0,51,51,49,51,52,50,50,50.57142857,0.952380952,7,0
170300,24.74514187,97.83699229,729,1,35,34,32,34,31,35,33,31,66,11,2
93700,27.18706366,84.08741732,994,1,35,34,34,35,31,31,35,31,61,11,2
7500,29.1510646,72.57480491,521,1,40,39,38,41,42,40,41,39.5,4.857142857,8,1
18300,24.53372368,86.28436205,938,1,31,34,34,31,34,33,34,30,75,11,2
108600,31.11264645,66.78512555,440,1,40,42,41,43,41,39,42,41.875,5.839285714,8,1
15200,23.60218638,94.14522289,789,1,33,35,34,33,33,35,35,31,90,11,2
134500,27.31554379,69.9175163,514,1,42,40,41,41,36,41,46,41.25,7.928571429,8,1
142600,27.12214918,98.54258069,801,1,34,34,32,33,32,33,31,30,84,11,2
79700,30.71716893,66.25108834,593,1,40,43,43,39,42,43,40,41.75,3.357142857,8,1
91800,36.10884635,48.45258394,76,0,52,49,51,52,50,50,51,50.71428571,1.238095238,7,0
164600,31.02170787,49.74530708,3,0,51,49,51,49,53,49,49,50.14285714,2.476190476,7,0
64800,25.43326539,90.32283666,921,1,35,33,32,34,32,32,35,31,84,11,2
149900,27.31653775,91.88055813,753,1,32,35,33,35,34,32,34,31,89,11,2
38800,22.89073191,90.00340196,771,1,33,36,34,34,29,34,34,31,65,11,2
161000,25.12604147,82.95372532,792,1,34,32,32,34,35,31,33,30,73,11,2
36400,37.53171847,51.54399773,23,0,50,51,50,49,52,51,50,50.42857143,0.952380952,7,0
128700,26.85287818,61.90757397,526,1,40,39,41,38,41,42,40,39.875,2.125,8,1
12500,28.98819105,65.10921231,456,1,38,40,41,40,39,42,44,40.875,4.125,8,1
53100,24.84811309,83.29281694,735,1,33,33,32,34,33,32,35,30,77,11,2
83000,25.42672087,97.77432845,894,1,36,33,33,34,34,33,33,31,88,11,2
52500,33.74954528,45.57519745,43,0,49,52,48,49,52,50,49,49.85714286,2.476190476,7,0
55100,24.89787874,87.61432253,1017,1,33,36,34,33,34,34,32,31,77,11,2
5500,37.37499388,53.38044675,2,0,50,50,50,51,49,50,51,50.14285714,0.476190476,7,0
63800,32.15394585,59.01545415,75,0,50,49,50,49,50,48,49,49.28571429,0.571428571,7,0
30200,34.32508097,50.25335452,76,0,51,51,50,49,52,51,48,50.28571429,1.904761905,7,0
76600,30.70273851,74.85938083,530,1,41,43,42,43,39,40,41,40.875,3.267857143,8,1
127600,31.93636013,56.86652336,17,0,49,51,49,50,48,51,50,49.71428571,1.238095238,7,0
71100,27.45877517,87.30672257,889,1,32,33,34,31,32,30,38,31,45,11,2
5500,29.96272725,77.89163815,484,1,39,44,42,40,43,40,42,41.375,2.839285714,8,1
64200,22.89328184,92.39209272,955,1,35,34,34,34,32,35,34,32,87,11,2
1400,26.24915167,83.79472624,764,1,34,31,34,30,32,33,33,29,78,11,2
164400,31.50509636,64.36861249,573,1,42,42,43,40,41,39,42,41,2.285714286,8,1
26700,24.82051244,86.09468663,802,1,35,31,30,35,34,34,34,30,75,11,2
87800,25.05708216,68.05082191,407,1,38,43,42,42,40,40,42,40.625,3.696428571,8,1
51200,22.98923283,82.74612401,959,1,30,33,36,34,35,31,37,31,71,11,2
28600,28.68515781,71.15738359,388,1,39,41,38,40,37,41,40,39.25,2.214285714,8,1
26100,31.32401457,73.73845324,434,1,41,40,42,41,38,41,40,40.75,2.214285714,8,1
29600,31.98887883,67.16835591,328,1,39,40,41,42,42,45,42,41.5,3.142857143,8,1
175300,31.92961166,53.82111625,78,0,52,51,51,50,50,49,50,50.42857143,0.952380952,7,0
196800,32.67609031,51.76704442,94,0,49,50,49,49,49,51,52,49.85714286,1.476190476,7,0
188800,22.06153275,80.5494064,855,1,33,31,34,32,32,33,34,30,91,11,2
111700,27.55276056,71.26281738,522,1,40,39,43,41,45,42,41,41.75,3.642857143,8,1
39300,26.24905904,72.20273098,339,1,44,40,41,40,41,43,43,41.75,2.214285714,8,1
52300,36.73695139,47.17431051,60,0,48,52,49,50,50,49,50,49.71428571,1.571428571,7,0
190000,25.47509072,78.78571091,441,1,42,42,43,43,42,39,44,41.625,4.267857143,8,1
189300,22.0141187,95.64090892,950,1,31,32,34,34,37,33,34,31,69,11,2
173900,27.46935166,93.42866727,952,1,34,30,32,32,34,33,38,31,47,11,2
116900,22.51699498,93.02534386,868,1,34,34,35,33,33,34,34,31,72,11,2
112200,26.29152926,79.59617604,581,1,41,41,39,42,41,40,43,41.375,2.553571429,8,1
187200,26.83619074,83.26396957,769,1,32,34,33,33,29,35,35,30,77,11,2
196900,30.20957367,47.95368829,83,0,50,50,49,50,49,49,52,49.85714286,1.142857143,7,0
67100,37.1741234,47.90261815,88,0,50,50,49,49,49,51,51,49.85714286,0.80952381,7,0
153400,27.65747729,87.05894906,827,1,32,31,32,34,32,33,34,30,85,11,2
66600,31.96766183,42.73201807,11,0,49,51,50,49,50,51,50,50,0.666666667,7,0
146600,26.87627956,82.57439756,824,1,34,33,35,33,33,30,34,30,67,11,2
188700,31.97343092,52.70828714,92,0,51,52,49,51,52,51,52,51.14285714,1.142857143,7,0
