Time(ms),Temp(C),Humidity(%),SNR1,SNR2,SNR3,SNR4,SNR5,SNR6,SNR7,SNR8,SNR9,RainLabel
1572094.0,44.1,31.9,28.0,28.0,29.0,26.0,28.0,28.0,28.0,26.0,26.0,0
1574094.0,44.3,31.8,28.0,28.0,28.0,26.0,27.0,27.0,26.0,25.0,26.0,0
1576095.0,44.2,31.8,25.0,24.0,26.0,23.0,24.0,24.0,23.0,19.0,26.0,0
1578094.0,44.2,31.7,27.0,26.0,26.0,29.0,26.0,27.0,26.0,29.0,26.0,0
1580095.0,44.2,31.5,28.0,27.0,27.0,27.0,27.0,28.0,28.0,27.0,26.0,0
1582095.0,44.3,31.2,27.0,28.0,28.0,28.0,26.0,26.0,26.0,26.0,26.0,0
1584095.0,44.3,31.1,23.0,23.0,24.0,24.0,24.0,24.0,25.0,25.0,26.0,0
1586095.0,44.4,31.0,25.0,26.0,27.0,26.0,27.0,27.0,27.0,28.0,26.0,0
1588094.0,44.3,31.0,27.0,27.0,27.0,27.0,26.0,26.0,27.0,27.0,26.0,0
1590094.0,44.3,30.9,25.0,26.0,26.0,26.0,26.0,27.0,26.0,26.0,26.0,0
1592095.0,44.4,30.8,26.0,27.0,27.0,27.0,26.0,27.0,27.0,27.0,26.0,0
1594095.0,44.4,30.8,26.0,27.0,27.0,26.0,26.0,27.0,27.0,26.0,26.0,0
1596095.0,44.4,30.9,26.0,27.0,27.0,27.0,27.0,27.0,28.0,27.0,26.0,0
1598095.0,44.4,30.9,26.0,26.0,27.0,26.0,26.0,27.0,26.0,26.0,26.0,0
1600095.0,44.4,30.9,26.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,26.0,0
1602094.0,44.3,31.0,27.0,28.0,27.0,26.0,27.0,27.0,26.0,29.0,26.0,0
1604094.0,44.6,30.9,27.0,27.0,30.0,27.0,27.0,27.0,30.0,27.0,26.0,0
1606094.0,44.7,30.8,28.0,27.0,30.0,28.0,28.0,27.0,28.0,27.0,26.0,0
1608095.0,44.6,30.8,28.0,26.0,27.0,27.0,28.0,26.0,28.0,27.0,26.0,0
1610095.0,44.5,30.7,28.0,27.0,27.0,27.0,27.0,27.0,28.0,27.0,26.0,0
1612095.0,44.6,30.7,27.0,27.0,28.0,27.0,27.0,27.0,27.0,27.0,26.0,0
1614095.0,44.7,30.7,27.0,26.0,27.0,27.0,26.0,26.0,27.0,27.0,26.0,0
1616095.0,44.8,30.6,27.0,26.0,27.0,27.0,27.0,26.0,26.0,26.0,26.0,0
1618095.0,44.8,30.6,27.0,26.0,26.0,26.0,27.0,26.0,26.0,27.0,26.0,0
1620094.0,45.0,30.5,26.0,27.0,26.0,27.0,26.0,27.0,27.0,27.0,26.0,0
1622094.0,44.9,30.5,26.0,27.0,26.0,28.0,26.0,27.0,26.0,28.0,26.0,0
1624095.0,45.2,30.2,26.0,27.0,26.0,28.0,26.0,27.0,26.0,28.0,26.0,0
1626095.0,45.2,30.0,26.0,27.0,26.0,28.0,26.0,28.0,26.0,28.0,26.0,0
1628095.0,45.2,29.9,26.0,28.0,26.0,28.0,26.0,27.0,27.0,28.0,26.0,0
1630095.0,45.4,29.7,27.0,27.0,27.0,28.0,27.0,26.0,27.0,27.0,26.0,0
1632095.0,45.2,29.7,27.0,26.0,27.0,27.0,27.0,26.0,26.0,27.0,26.0,0
1634095.0,45.2,29.7,27.0,26.0,26.0,27.0,26.0,26.0,26.0,27.0,26.0,0
1636094.0,45.3,29.7,26.0,27.0,26.0,26.0,26.0,26.0,26.0,27.0,26.0,0
1638094.0,45.3,29.6,26.0,26.0,27.0,21.0,27.0,26.0,27.0,27.0,26.0,0
1640095.0,45.3,29.6,27.0,27.0,26.0,26.0,28.0,27.0,26.0,26.0,26.0,0
1642095.0,45.3,29.6,26.0,25.0,24.0,25.0,26.0,25.0,29.0,29.0,26.0,0
1644095.0,45.6,29.2,27.0,26.0,27.0,26.0,27.0,26.0,26.0,26.0,26.0,0
1646095.0,45.5,29.0,27.0,26.0,27.0,26.0,27.0,26.0,27.0,26.0,26.0,0
1648095.0,45.5,28.8,27.0,26.0,27.0,26.0,27.0,25.0,26.0,29.0,26.0,0
1650095.0,45.6,28.8,26.0,25.0,25.0,26.0,26.0,25.0,26.0,26.0,26.0,0
1652094.0,45.6,28.7,27.0,26.0,26.0,27.0,27.0,27.0,26.0,27.0,26.0,0
1654163.0,45.7,28.5,27.0,26.0,26.0,26.0,26.0,26.0,25.0,29.0,26.0,0
1656183.0,45.7,28.7,25.0,27.0,26.0,26.0,25.0,26.0,26.0,29.0,26.0,0
1658183.0,45.8,28.4,25.0,26.0,26.0,25.0,26.0,26.0,26.0,29.0,26.0,0
1660182.0,45.7,28.8,25.0,26.0,25.0,25.0,26.0,26.0,26.0,29.0,26.0,0
1662183.0,45.9,28.7,25.0,25.0,26.0,27.0,26.0,26.0,26.0,29.0,26.0,0
1664182.0,45.9,28.6,26.0,25.0,26.0,26.0,26.0,26.0,26.0,29.0,26.0,0
1666183.0,46.0,28.6,25.0,25.0,26.0,26.0,26.0,26.0,26.0,29.0,26.0,0
1668184.0,46.1,28.7,25.0,25.0,25.0,25.0,26.0,26.0,26.0,29.0,26.0,0
1670187.0,46.1,28.6,26.0,26.0,26.0,25.0,26.0,26.0,26.0,29.0,26.0,0
1672188.0,46.1,28.6,26.0,26.0,26.0,26.0,26.0,26.0,26.0,29.0,26.0,0
1674185.0,46.3,28.4,26.0,25.0,25.0,26.0,26.0,26.0,26.0,29.0,26.0,0
1676187.0,45.9,28.6,25.0,25.0,25.0,25.0,26.0,26.0,26.0,29.0,26.0,0
1678186.0,46.1,28.4,25.0,25.0,25.0,25.0,26.0,26.0,26.0,29.0,26.0,0
1680187.0,45.9,28.5,26.0,25.0,25.0,25.0,26.0,26.0,26.0,29.0,26.0,0
1682189.0,45.8,28.5,26.0,25.0,25.0,25.0,26.0,26.0,26.0,29.0,26.0,0
1684189.0,45.7,28.7,25.0,25.0,25.0,24.0,26.0,26.0,26.0,29.0,26.0,0
1686189.0,45.6,28.7,26.0,25.0,26.0,25.0,26.0,26.0,26.0,29.0,26.0,0
1688192.0,45.6,28.7,26.0,26.0,26.0,25.0,26.0,26.0,26.0,29.0,26.0,0
1690188.0,45.5,28.7,27.0,26.0,26.0,28.0,26.0,26.0,26.0,29.0,26.0,0
1692189.0,45.4,28.6,27.0,26.0,26.0,26.0,26.0,26.0,26.0,29.0,26.0,0
1694188.0,45.3,28.9,26.0,26.0,26.0,26.0,26.0,26.0,26.0,29.0,26.0,0
1696187.0,45.4,28.9,26.0,26.0,25.0,25.0,26.0,26.0,26.0,29.0,26.0,0
1698191.0,44.8,29.2,26.0,25.0,25.0,25.0,26.0,26.0,26.0,29.0,26.0,0
1700187.0,44.7,29.4,26.0,25.0,26.0,25.0,26.0,26.0,26.0,29.0,26.0,0
1702188.0,44.7,29.6,26.0,25.0,25.0,26.0,25.0,26.0,26.0,29.0,26.0,0
1704189.0,44.6,29.8,26.0,26.0,26.0,26.0,26.0,26.0,26.0,29.0,26.0,0
1706187.0,44.4,30.1,28.0,26.0,26.0,26.0,26.0,26.0,26.0,29.0,26.0,0
1708189.0,44.4,30.1,26.0,26.0,25.0,25.0,26.0,26.0,26.0,29.0,26.0,0
1710188.0,44.2,30.3,26.0,26.0,25.0,26.0,26.0,26.0,26.0,29.0,26.0,0
1712191.0,43.9,30.4,26.0,26.0,25.0,26.0,26.0,26.0,26.0,29.0,26.0,0
1714189.0,44.0,30.3,26.0,26.0,26.0,27.0,26.0,26.0,26.0,29.0,26.0,0
1716188.0,43.8,30.5,27.0,27.0,27.0,27.0,26.0,28.0,26.0,29.0,26.0,0
1718189.0,43.7,30.9,27.0,9.0,26.0,26.0,26.0,27.0,26.0,29.0,26.0,0
1720189.0,43.6,31.1,26.0,26.0,26.0,25.0,27.0,26.0,26.0,29.0,26.0,0
1722186.0,43.4,31.5,25.0,26.0,26.0,25.0,26.0,26.0,26.0,29.0,26.0,0
1724180.0,43.5,31.6,26.0,22.0,27.0,26.0,26.0,27.0,27.0,29.0,26.0,0
1726173.0,43.3,31.8,27.0,27.0,27.0,28.0,27.0,26.0,26.0,29.0,26.0,0
1728164.0,43.2,32.2,26.0,26.0,26.0,26.0,25.0,27.0,25.0,29.0,26.0,0
1730158.0,43.3,32.2,25.0,25.0,26.0,26.0,26.0,26.0,27.0,29.0,26.0,0
1732152.0,43.1,32.6,26.0,23.0,27.0,26.0,27.0,26.0,27.0,26.0,26.0,0
1734146.0,43.2,32.8,27.0,26.0,27.0,26.0,27.0,24.0,26.0,29.0,26.0,0
1736138.0,43.2,33.2,25.0,24.0,24.0,25.0,25.0,25.0,26.0,29.0,26.0,0
1738133.0,43.2,33.5,26.0,26.0,26.0,27.0,27.0,27.0,27.0,29.0,26.0,0
1740127.0,43.2,33.5,26.0,26.0,25.0,26.0,26.0,25.0,26.0,29.0,26.0,0
1742120.0,43.2,33.6,25.0,2.0,26.0,26.0,25.0,26.0,26.0,26.0,26.0,0
1744113.0,43.5,33.5,25.0,26.0,26.0,26.0,25.0,26.0,26.0,26.0,26.0,0
1746107.0,43.3,33.3,25.0,29.0,26.0,26.0,26.0,25.0,25.0,25.0,26.0,0
1748102.0,43.3,33.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,29.0,26.0,0
1750098.0,43.3,32.5,25.0,26.0,25.0,25.0,25.0,26.0,25.0,29.0,26.0,0
1752102.0,43.4,32.0,26.0,26.0,25.0,26.0,25.0,26.0,26.0,26.0,26.0,0
1754100.0,43.8,31.5,26.0,27.0,25.0,26.0,26.0,26.0,25.0,29.0,26.0,0
1756100.0,43.5,31.4,25.0,25.0,26.0,25.0,25.0,25.0,26.0,25.0,26.0,0
1758104.0,43.6,31.3,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,0
1760103.0,43.7,31.3,25.0,25.0,26.0,25.0,25.0,25.0,25.0,25.0,26.0,0
1762102.0,43.8,31.5,25.0,25.0,26.0,25.0,26.0,25.0,26.0,26.0,26.0,0
1764100.0,43.7,32.0,26.0,24.0,25.0,24.0,26.0,25.0,26.0,25.0,26.0,0
1766099.0,44.0,32.0,26.0,26.0,25.0,26.0,26.0,26.0,25.0,26.0,26.0,0
1768099.0,44.0,31.9,26.0,25.0,25.0,26.0,26.0,25.0,26.0,26.0,26.0,0
1770099.0,44.2,31.6,26.0,25.0,25.0,26.0,26.0,26.0,25.0,26.0,26.0,0
1772099.0,44.0,31.2,26.0,26.0,25.0,26.0,26.0,26.0,26.0,26.0,26.0,0
1774099.0,44.2,31.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,0
1776099.0,44.2,30.8,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,0
1778099.0,44.3,30.6,26.0,26.0,25.0,26.0,26.0,26.0,26.0,26.0,26.0,0
1780099.0,44.4,30.4,26.0,26.0,26.0,26.0,26.0,26.0,25.0,26.0,26.0,0
1782098.0,44.3,30.3,25.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,0
1784098.0,44.4,30.3,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,0
1786099.0,44.6,30.2,26.0,25.0,25.0,26.0,26.0,25.0,25.0,26.0,26.0,0
1788099.0,44.3,30.3,26.0,26.0,25.0,26.0,26.0,26.0,25.0,26.0,26.0,0
1790099.0,44.6,30.4,26.0,26.0,26.0,29.0,26.0,26.0,26.0,25.0,26.0,0
1792099.0,44.8,30.4,26.0,26.0,26.0,30.0,26.0,25.0,27.0,28.0,26.0,0
1794099.0,44.6,30.6,26.0,25.0,26.0,25.0,26.0,25.0,26.0,25.0,26.0,0
1796099.0,44.7,30.4,26.0,25.0,26.0,25.0,26.0,25.0,26.0,25.0,26.0,0
1798098.0,44.7,30.2,25.0,25.0,26.0,25.0,25.0,25.0,25.0,25.0,26.0,0
1800098.0,44.8,29.7,25.0,25.0,25.0,25.0,25.0,24.0,25.0,25.0,26.0,0
1802099.0,45.0,29.4,25.0,25.0,25.0,26.0,25.0,26.0,25.0,25.0,26.0,0
1804099.0,45.0,29.2,26.0,26.0,25.0,25.0,26.0,25.0,25.0,25.0,26.0,0
1806099.0,45.0,29.2,26.0,26.0,25.0,26.0,26.0,26.0,25.0,25.0,26.0,0
1808099.0,45.2,29.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,25.0,26.0,0
1810099.0,45.1,28.8,26.0,25.0,26.0,25.0,25.0,26.0,26.0,25.0,26.0,0
1812099.0,45.4,28.6,25.0,25.0,26.0,25.0,25.0,26.0,26.0,25.0,26.0,0
1814098.0,45.4,28.6,25.0,26.0,25.0,26.0,25.0,26.0,25.0,25.0,26.0,0
1816098.0,45.4,28.5,24.0,26.0,26.0,25.0,24.0,26.0,26.0,25.0,26.0,0
1818099.0,45.3,28.2,25.0,26.0,25.0,26.0,25.0,26.0,26.0,26.0,26.0,0
1820099.0,45.2,28.4,25.0,26.0,26.0,26.0,25.0,26.0,26.0,26.0,26.0,0
1822099.0,45.2,28.3,26.0,26.0,26.0,25.0,26.0,26.0,25.0,25.0,26.0,0
1824099.0,45.2,28.4,26.0,25.0,25.0,25.0,26.0,26.0,25.0,25.0,26.0,0
1826099.0,45.4,28.4,26.0,25.0,25.0,25.0,26.0,25.0,25.0,25.0,26.0,0
1828099.0,45.2,28.4,26.0,26.0,25.0,25.0,26.0,25.0,25.0,26.0,26.0,0
1830098.0,45.2,28.2,26.0,25.0,25.0,26.0,25.0,25.0,25.0,26.0,26.0,0
1832098.0,45.2,28.4,25.0,25.0,25.0,26.0,24.0,25.0,25.0,26.0,26.0,0
1834099.0,45.4,28.4,25.0,25.0,25.0,26.0,25.0,25.0,25.0,26.0,26.0,0
1836099.0,45.4,28.5,25.0,26.0,25.0,26.0,26.0,26.0,25.0,26.0,26.0,0
1838099.0,45.4,28.7,26.0,27.0,25.0,26.0,26.0,27.0,25.0,25.0,26.0,0
1840099.0,45.4,28.6,26.0,27.0,25.0,25.0,26.0,27.0,26.0,26.0,26.0,0
1842099.0,45.6,28.6,25.0,26.0,26.0,25.0,26.0,26.0,25.0,26.0,26.0,0
1844099.0,45.3,28.6,26.0,26.0,26.0,25.0,25.0,26.0,26.0,25.0,26.0,0
1846098.0,45.3,28.6,25.0,26.0,26.0,25.0,26.0,26.0,25.0,25.0,26.0,0
1848098.0,45.4,28.6,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,0
1850099.0,45.6,28.4,24.0,25.0,25.0,26.0,25.0,24.0,25.0,26.0,26.0,0
1852099.0,45.5,28.3,25.0,25.0,25.0,26.0,25.0,25.0,25.0,26.0,26.0,0
1854099.0,45.5,28.2,25.0,25.0,25.0,26.0,25.0,25.0,25.0,26.0,26.0,0
1856099.0,45.6,28.0,25.0,24.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,0
1858099.0,45.6,27.7,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,0
1860099.0,45.7,27.5,25.0,26.0,25.0,25.0,25.0,26.0,25.0,25.0,26.0,0
1862098.0,45.6,27.4,24.0,26.0,25.0,25.0,24.0,25.0,25.0,26.0,26.0,0
1864098.0,45.7,27.2,24.0,24.0,25.0,26.0,25.0,25.0,25.0,25.0,26.0,0
1866099.0,45.8,27.1,25.0,24.0,24.0,25.0,25.0,25.0,24.0,25.0,26.0,0
1868099.0,45.8,27.1,25.0,25.0,24.0,25.0,25.0,25.0,24.0,25.0,26.0,0
1870099.0,45.8,27.1,25.0,25.0,24.0,25.0,25.0,25.0,25.0,24.0,26.0,0
1872099.0,45.8,27.0,25.0,25.0,25.0,24.0,25.0,25.0,25.0,24.0,26.0,0
1874099.0,45.8,27.3,25.0,25.0,25.0,24.0,25.0,25.0,25.0,24.0,26.0,0
1876099.0,45.7,27.2,25.0,25.0,25.0,24.0,25.0,25.0,25.0,24.0,26.0,0
1878098.0,45.9,26.9,25.0,25.0,25.0,23.0,25.0,26.0,25.0,24.0,26.0,0
1880098.0,45.9,26.7,25.0,25.0,24.0,24.0,26.0,27.0,24.0,25.0,26.0,0
1882099.0,45.8,26.6,26.0,26.0,24.0,25.0,25.0,25.0,25.0,25.0,26.0,0
1884099.0,45.6,26.6,25.0,25.0,26.0,24.0,25.0,25.0,25.0,25.0,26.0,0
1886099.0,45.8,26.5,25.0,25.0,25.0,25.0,25.0,26.0,26.0,25.0,26.0,0
1888099.0,45.9,26.3,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,26.0,0
1890099.0,45.9,26.5,25.0,25.0,20.0,26.0,25.0,25.0,25.0,26.0,26.0,0
1892099.0,45.9,26.4,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,0
1894098.0,45.9,26.3,25.0,25.0,25.0,25.0,25.0,26.0,25.0,25.0,26.0,0
1896098.0,45.9,26.2,26.0,25.0,25.0,25.0,25.0,26.0,25.0,26.0,26.0,0
1898099.0,45.8,26.3,26.0,26.0,26.0,25.0,26.0,26.0,26.0,25.0,26.0,0
1900099.0,45.7,26.3,26.0,25.0,26.0,25.0,26.0,25.0,26.0,25.0,26.0,0
1902099.0,45.6,26.4,26.0,25.0,26.0,25.0,26.0,26.0,26.0,25.0,26.0,0
1904099.0,45.6,26.6,26.0,25.0,26.0,25.0,26.0,25.0,25.0,26.0,26.0,0
1906099.0,45.7,26.8,26.0,25.0,25.0,20.0,25.0,25.0,27.0,25.0,26.0,0
1908099.0,45.8,27.0,25.0,25.0,26.0,25.0,25.0,26.0,25.0,25.0,26.0,0
1910097.0,45.6,27.3,25.0,25.0,24.0,25.0,25.0,24.0,31.0,29.0,26.0,0
1912097.0,45.5,27.0,25.0,25.0,24.0,31.0,25.0,25.0,31.0,29.0,26.0,0
1914097.0,45.6,26.7,25.0,25.0,25.0,25.0,25.0,25.0,26.0,29.0,26.0,0
1916097.0,45.5,26.6,25.0,25.0,33.0,25.0,25.0,28.0,26.0,29.0,26.0,0
1918098.0,45.4,26.7,25.0,25.0,27.0,25.0,25.0,26.0,30.0,29.0,26.0,0
1920099.0,45.4,26.7,25.0,26.0,25.0,27.0,25.0,26.0,25.0,25.0,26.0,0
1922099.0,45.4,26.8,24.0,26.0,25.0,26.0,25.0,26.0,25.0,26.0,26.0,0
1924099.0,45.3,26.8,25.0,26.0,25.0,26.0,25.0,25.0,25.0,25.0,26.0,0
1926098.0,45.4,27.0,20.0,25.0,25.0,25.0,25.0,25.0,26.0,25.0,26.0,0
1928098.0,45.2,27.2,25.0,25.0,26.0,25.0,26.0,26.0,27.0,31.0,26.0,0
1930099.0,45.0,27.1,26.0,25.0,26.0,26.0,26.0,25.0,26.0,26.0,26.0,0
1932168.0,45.1,27.4,25.0,26.0,26.0,26.0,25.0,26.0,26.0,29.0,26.0,0
1934186.0,44.8,27.5,26.0,25.0,25.0,27.0,25.0,26.0,26.0,29.0,26.0,0
1936186.0,44.6,27.8,25.0,25.0,26.0,25.0,26.0,26.0,26.0,29.0,26.0,0
1938186.0,44.6,27.8,25.0,25.0,26.0,25.0,25.0,26.0,26.0,29.0,26.0,0
1940186.0,44.6,27.9,26.0,20.0,25.0,26.0,26.0,26.0,26.0,29.0,26.0,0
1942185.0,44.4,28.1,26.0,25.0,25.0,26.0,26.0,26.0,26.0,29.0,26.0,0
1944184.0,44.1,28.4,26.0,25.0,26.0,26.0,26.0,26.0,26.0,29.0,26.0,0
1946186.0,44.2,28.6,26.0,26.0,25.0,25.0,26.0,26.0,26.0,29.0,26.0,0
1948190.0,44.0,28.8,25.0,26.0,25.0,26.0,26.0,26.0,26.0,29.0,26.0,0
1950189.0,43.9,29.1,25.0,25.0,26.0,25.0,26.0,26.0,26.0,29.0,26.0,0
1952191.0,43.7,29.4,25.0,25.0,26.0,26.0,26.0,26.0,26.0,29.0,26.0,0
1954192.0,43.6,29.6,25.0,26.0,26.0,31.0,26.0,26.0,26.0,29.0,26.0,0
1956191.0,43.6,29.8,25.0,26.0,25.0,26.0,26.0,26.0,26.0,29.0,26.0,0
1958190.0,43.5,30.0,25.0,26.0,25.0,26.0,26.0,26.0,26.0,29.0,26.0,0
1960190.0,43.5,30.0,25.0,25.0,25.0,25.0,26.0,26.0,26.0,29.0,26.0,0
1962190.0,43.5,30.0,25.0,25.0,25.0,24.0,26.0,26.0,26.0,29.0,26.0,0
1964193.0,43.3,30.1,26.0,25.0,26.0,25.0,26.0,26.0,26.0,29.0,26.0,0
1966190.0,43.5,30.0,26.0,25.0,26.0,25.0,26.0,26.0,26.0,29.0,26.0,0
1968192.0,43.3,30.2,25.0,25.0,25.0,25.0,26.0,26.0,26.0,29.0,26.0,0
1970192.0,43.2,30.3,25.0,25.0,25.0,24.0,26.0,26.0,26.0,29.0,26.0,0
1972194.0,43.3,30.3,25.0,26.0,26.0,26.0,26.0,26.0,26.0,29.0,26.0,0
1974191.0,43.2,30.6,26.0,26.0,26.0,26.0,26.0,26.0,26.0,29.0,26.0,0
1976190.0,43.3,30.6,26.0,26.0,27.0,26.0,26.0,26.0,26.0,29.0,26.0,0
1978190.0,43.2,31.0,25.0,26.0,26.0,25.0,26.0,26.0,26.0,29.0,26.0,0
1980191.0,43.4,30.7,25.0,25.0,26.0,26.0,25.0,26.0,26.0,29.0,26.0,0
1982193.0,43.4,30.9,25.0,26.0,25.0,25.0,26.0,26.0,26.0,29.0,26.0,0
1984191.0,43.3,30.9,25.0,26.0,25.0,25.0,26.0,26.0,26.0,29.0,26.0,0
1986191.0,43.5,30.8,3.0,25.0,26.0,25.0,25.0,26.0,26.0,29.0,26.0,0
1988193.0,43.6,30.6,25.0,26.0,25.0,25.0,26.0,26.0,26.0,29.0,26.0,0
1990192.0,43.7,30.6,2.0,25.0,26.0,25.0,25.0,26.0,26.0,29.0,26.0,0
1992194.0,43.6,30.7,25.0,26.0,25.0,26.0,25.0,25.0,26.0,29.0,26.0,0
1994196.0,43.8,30.4,24.0,25.0,24.0,25.0,24.0,25.0,26.0,29.0,26.0,0
1996192.0,43.8,29.9,24.0,25.0,25.0,24.0,24.0,26.0,26.0,29.0,26.0,0
1998191.0,43.7,29.5,25.0,24.0,25.0,24.0,25.0,26.0,26.0,29.0,26.0,0
2000188.0,43.8,29.1,24.0,7.0,25.0,25.0,24.0,25.0,26.0,29.0,26.0,0
2002180.0,43.8,29.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,29.0,26.0,0
2004180.0,43.9,28.8,25.0,25.0,25.0,25.0,26.0,25.0,26.0,29.0,26.0,0
2006174.0,43.8,28.8,25.0,25.0,25.0,25.0,25.0,25.0,25.0,29.0,26.0,0
2008167.0,44.0,28.8,25.0,25.0,25.0,25.0,25.0,24.0,24.0,29.0,26.0,0
2010159.0,43.8,28.8,25.0,24.0,25.0,25.0,25.0,24.0,26.0,29.0,26.0,0
2012151.0,43.9,28.7,25.0,25.0,25.0,25.0,25.0,25.0,26.0,29.0,26.0,0
2014138.0,44.0,28.5,25.0,22.0,26.0,25.0,24.0,25.0,26.0,24.0,26.0,0
2016131.0,44.0,28.7,25.0,24.0,27.0,25.0,25.0,25.0,26.0,29.0,26.0,0
2018130.0,44.2,28.9,26.0,25.0,25.0,25.0,25.0,24.0,25.0,29.0,26.0,0
2020125.0,44.2,29.2,25.0,24.0,25.0,25.0,25.0,24.0,24.0,25.0,26.0,0
2022119.0,44.4,29.4,25.0,29.0,24.0,24.0,25.0,25.0,24.0,24.0,26.0,0
2024113.0,44.2,29.5,26.0,24.0,24.0,26.0,25.0,24.0,24.0,29.0,26.0,0
2026106.0,44.6,29.2,26.0,24.0,24.0,26.0,25.0,24.0,24.0,29.0,26.0,0
2028109.0,44.4,29.1,26.0,24.0,24.0,26.0,25.0,24.0,24.0,25.0,26.0,0
2030106.0,44.5,28.8,23.0,24.0,25.0,26.0,24.0,24.0,26.0,29.0,26.0,0
2032107.0,44.5,28.7,25.0,24.0,24.0,25.0,30.0,24.0,24.0,25.0,26.0,0
2034108.0,44.6,28.6,30.0,24.0,24.0,26.0,31.0,25.0,24.0,26.0,26.0,0
2036104.0,44.7,28.7,31.0,24.0,24.0,26.0,31.0,25.0,24.0,25.0,26.0,0
2038106.0,44.7,28.6,25.0,24.0,23.0,25.0,25.0,24.0,24.0,25.0,26.0,0
2040104.0,44.8,28.6,25.0,24.0,24.0,25.0,25.0,24.0,24.0,25.0,24.0,0
2042105.0,44.8,28.7,24.0,25.0,25.0,25.0,24.0,24.0,25.0,25.0,26.0,0
2044106.0,45.0,28.5,24.0,25.0,25.0,24.0,24.0,24.0,25.0,31.0,26.0,0
2046105.0,44.8,28.5,24.0,29.0,24.0,24.0,24.0,24.0,24.0,29.0,26.0,0
2048104.0,45.0,28.4,24.0,24.0,24.0,25.0,24.0,25.0,26.0,29.0,26.0,0
2050104.0,45.0,28.3,25.0,24.0,24.0,25.0,24.0,24.0,26.0,29.0,26.0,0
2052104.0,45.0,28.4,24.0,25.0,24.0,24.0,25.0,24.0,26.0,29.0,26.0,0
2054104.0,45.2,28.5,24.0,25.0,24.0,24.0,24.0,27.0,26.0,29.0,26.0,0
2056103.0,45.3,28.2,24.0,25.0,24.0,24.0,24.0,24.0,26.0,29.0,26.0,0
2058104.0,45.4,28.1,24.0,24.0,24.0,24.0,24.0,23.0,29.0,29.0,26.0,0
2060105.0,45.3,27.8,24.0,23.0,24.0,30.0,23.0,25.0,23.0,29.0,26.0,0
2062106.0,45.6,27.7,24.0,24.0,23.0,29.0,24.0,23.0,23.0,29.0,26.0,0
2064106.0,45.5,27.7,24.0,23.0,24.0,29.0,24.0,24.0,25.0,30.0,26.0,0
2066106.0,45.5,27.7,24.0,24.0,25.0,30.0,25.0,24.0,24.0,30.0,26.0,0
2068104.0,45.4,27.8,25.0,24.0,24.0,24.0,25.0,25.0,26.0,29.0,26.0,0
2070105.0,45.6,27.7,24.0,25.0,24.0,29.0,24.0,24.0,24.0,29.0,26.0,0
2072105.0,45.5,27.6,24.0,24.0,28.0,29.0,25.0,24.0,28.0,30.0,26.0,0
2074105.0,45.5,27.6,24.0,23.0,26.0,30.0,24.0,24.0,25.0,30.0,26.0,0
2076106.0,45.5,27.5,24.0,24.0,25.0,30.0,24.0,24.0,25.0,29.0,26.0,0
2078106.0,45.7,27.3,24.0,24.0,25.0,30.0,25.0,24.0,25.0,24.0,26.0,0
2080106.0,45.8,26.9,24.0,23.0,25.0,24.0,25.0,23.0,25.0,24.0,26.0,0
2082106.0,45.8,26.8,25.0,24.0,24.0,24.0,25.0,24.0,25.0,24.0,26.0,0
2084106.0,45.8,26.8,24.0,25.0,25.0,23.0,24.0,25.0,25.0,23.0,26.0,0
2086106.0,45.7,26.8,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,26.0,0
2088105.0,45.9,26.8,24.0,25.0,24.0,24.0,24.0,25.0,23.0,24.0,26.0,0
2090105.0,46.0,26.6,24.0,25.0,23.0,24.0,24.0,24.0,24.0,24.0,26.0,0
2092106.0,46.1,26.8,25.0,24.0,24.0,24.0,24.0,24.0,23.0,24.0,26.0,0
2094106.0,46.1,27.1,24.0,24.0,23.0,24.0,24.0,24.0,24.0,25.0,26.0,0
2096106.0,46.1,27.2,24.0,24.0,24.0,24.0,24.0,24.0,24.0,25.0,26.0,0
2098106.0,46.1,27.6,24.0,23.0,24.0,24.0,24.0,23.0,24.0,24.0,26.0,0
2100106.0,46.1,27.7,24.0,25.0,25.0,30.0,25.0,25.0,25.0,30.0,26.0,0
2102106.0,46.2,27.8,25.0,25.0,25.0,30.0,24.0,23.0,24.0,30.0,26.0,0
2104105.0,46.2,27.7,23.0,23.0,23.0,29.0,23.0,23.0,23.0,29.0,26.0,0
